name,category,price_per_kg,season,description
Crop3080,Fruit,93.61,Winter,Crop3080 is a fruit suitable for winter season.
Crop3081,Cereal,133.13,Summer,Crop3081 is a cereal suitable for summer season.
Crop3082,Fruit,195.6,Winter,Crop3082 is a fruit suitable for winter season.
Crop3083,Vegetable,125.26,Winter,Crop3083 is a vegetable suitable for winter season.
Crop3084,Fruit,37.43,Monsoon,Crop3084 is a fruit suitable for monsoon season.
Crop3085,Cereal,132.94,Winter,Crop3085 is a cereal suitable for winter season.
Crop3086,Vegetable,182.4,Winter,Crop3086 is a vegetable suitable for winter season.
Crop3087,Fruit,178.18,Winter,Crop3087 is a fruit suitable for winter season.
Crop3088,Cereal,82.19,All year,Crop3088 is a cereal suitable for all year season.
Crop3089,Cereal,158.22,Summer,Crop3089 is a cereal suitable for summer season.
Crop3090,Cereal,122.9,Winter,Crop3090 is a cereal suitable for winter season.
Crop3091,Vegetable,151.52,Monsoon,Crop3091 is a vegetable suitable for monsoon season.
Crop3092,Vegetable,35.1,Monsoon,Crop3092 is a vegetable suitable for monsoon season.
Crop3093,Cereal,94.47,All year,Crop3093 is a cereal suitable for all year season.
Crop3094,Vegetable,89.38,Summer,Crop3094 is a vegetable suitable for summer season.
Crop3095,Vegetable,125.49,Winter,Crop3095 is a vegetable suitable for winter season.
Crop3096,Fruit,116.61,Monsoon,Crop3096 is a fruit suitable for monsoon season.
Crop3097,Fruit,38.24,Monsoon,Crop3097 is a fruit suitable for monsoon season.
Crop3098,Cereal,69.71,Winter,Crop3098 is a cereal suitable for winter season.
Crop3099,Cereal,31.4,Winter,Crop3099 is a cereal suitable for winter season.
Crop3100,Vegetable,46.1,Winter,Crop3100 is a vegetable suitable for winter season.
Crop3101,Vegetable,47.08,Winter,Crop3101 is a vegetable suitable for winter season.
Crop3102,Vegetable,100.75,All year,Crop3102 is a vegetable suitable for all year season.
Crop3103,Cereal,114.78,Winter,Crop3103 is a cereal suitable for winter season.
Crop3104,Vegetable,147.74,Summer,Crop3104 is a vegetable suitable for summer season.
Crop3105,Vegetable,32.2,Monsoon,Crop3105 is a vegetable suitable for monsoon season.
Crop3106,Fruit,86.82,All year,Crop3106 is a fruit suitable for all year season.
Crop3107,Fruit,113.14,Monsoon,Crop3107 is a fruit suitable for monsoon season.
Crop3108,Cereal,141.6,All year,Crop3108 is a cereal suitable for all year season.
Crop3109,Cereal,43.36,All year,Crop3109 is a cereal suitable for all year season.
Crop3110,Fruit,144.1,All year,Crop3110 is a fruit suitable for all year season.
Crop3111,Fruit,68.32,Winter,Crop3111 is a fruit suitable for winter season.
Crop3112,Vegetable,151.49,Winter,Crop3112 is a vegetable suitable for winter season.
Crop3113,Cereal,129.43,All year,Crop3113 is a cereal suitable for all year season.
Crop3114,Fruit,60.25,Winter,Crop3114 is a fruit suitable for winter season.
Crop3115,Fruit,169.93,Summer,Crop3115 is a fruit suitable for summer season.
Crop3116,Fruit,110.23,Winter,Crop3116 is a fruit suitable for winter season.
Crop3117,Vegetable,191.86,Winter,Crop3117 is a vegetable suitable for winter season.
Crop3118,Fruit,43.66,Monsoon,Crop3118 is a fruit suitable for monsoon season.
Crop3119,Fruit,187.84,Summer,Crop3119 is a fruit suitable for summer season.
Crop3120,Cereal,23.76,Monsoon,Crop3120 is a cereal suitable for monsoon season.
Crop3121,Vegetable,165.73,Monsoon,Crop3121 is a vegetable suitable for monsoon season.
Crop3122,Fruit,134.79,Summer,Crop3122 is a fruit suitable for summer season.
Crop3123,Cereal,176.11,Monsoon,Crop3123 is a cereal suitable for monsoon season.
Crop3124,Vegetable,115.23,Summer,Crop3124 is a vegetable suitable for summer season.
Crop3125,Vegetable,91.27,Summer,Crop3125 is a vegetable suitable for summer season.
Crop3126,Fruit,61.19,Winter,Crop3126 is a fruit suitable for winter season.
Crop3127,Fruit,168.8,Monsoon,Crop3127 is a fruit suitable for monsoon season.
Crop3128,Cereal,164.23,Monsoon,Crop3128 is a cereal suitable for monsoon season.
Crop3129,Vegetable,117.24,Summer,Crop3129 is a vegetable suitable for summer season.
Crop3130,Fruit,89.91,Monsoon,Crop3130 is a fruit suitable for monsoon season.
Crop3131,Fruit,25.72,Monsoon,Crop3131 is a fruit suitable for monsoon season.
Crop3132,Cereal,29.83,Summer,Crop3132 is a cereal suitable for summer season.
Crop3133,Cereal,178.74,Summer,Crop3133 is a cereal suitable for summer season.
Crop3134,Cereal,116.61,Winter,Crop3134 is a cereal suitable for winter season.
Crop3135,Fruit,42.08,All year,Crop3135 is a fruit suitable for all year season.
Crop3136,Cereal,42.54,Summer,Crop3136 is a cereal suitable for summer season.
Crop3137,Cereal,123.13,Summer,Crop3137 is a cereal suitable for summer season.
Crop3138,Fruit,198.86,All year,Crop3138 is a fruit suitable for all year season.
Crop3139,Fruit,137.8,Monsoon,Crop3139 is a fruit suitable for monsoon season.
Crop3140,Fruit,21.52,Winter,Crop3140 is a fruit suitable for winter season.
Crop3141,Fruit,85.07,Winter,Crop3141 is a fruit suitable for winter season.
Crop3142,Fruit,25.62,Summer,Crop3142 is a fruit suitable for summer season.
Crop3143,Fruit,52.2,Summer,Crop3143 is a fruit suitable for summer season.
Crop3144,Cereal,55.48,All year,Crop3144 is a cereal suitable for all year season.
Crop3145,Fruit,45.1,Summer,Crop3145 is a fruit suitable for summer season.
Crop3146,Fruit,143.51,Monsoon,Crop3146 is a fruit suitable for monsoon season.
Crop3147,Cereal,55.16,Monsoon,Crop3147 is a cereal suitable for monsoon season.
Crop3148,Fruit,77.94,All year,Crop3148 is a fruit suitable for all year season.
Crop3149,Fruit,32.28,Monsoon,Crop3149 is a fruit suitable for monsoon season.
Crop3150,Fruit,162.62,Summer,Crop3150 is a fruit suitable for summer season.
Crop3151,Cereal,41.62,Winter,Crop3151 is a cereal suitable for winter season.
Crop3152,Cereal,101.9,All year,Crop3152 is a cereal suitable for all year season.
Crop3153,Vegetable,27.57,Winter,Crop3153 is a vegetable suitable for winter season.
Crop3154,Cereal,35.53,Monsoon,Crop3154 is a cereal suitable for monsoon season.
Crop3155,Cereal,133.48,Monsoon,Crop3155 is a cereal suitable for monsoon season.
Crop3156,Cereal,108.04,All year,Crop3156 is a cereal suitable for all year season.
Crop3157,Cereal,179.03,All year,Crop3157 is a cereal suitable for all year season.
Crop3158,Vegetable,144.88,All year,Crop3158 is a vegetable suitable for all year season.
Crop3159,Cereal,106.82,All year,Crop3159 is a cereal suitable for all year season.
Crop3160,Vegetable,35.05,Summer,Crop3160 is a vegetable suitable for summer season.
Crop3161,Cereal,110.16,All year,Crop3161 is a cereal suitable for all year season.
Crop3162,Vegetable,146.74,Summer,Crop3162 is a vegetable suitable for summer season.
Crop3163,Vegetable,195.28,All year,Crop3163 is a vegetable suitable for all year season.
Crop3164,Cereal,47.03,Summer,Crop3164 is a cereal suitable for summer season.
Crop3165,Cereal,120.05,Monsoon,Crop3165 is a cereal suitable for monsoon season.
Crop3166,Fruit,152.82,All year,Crop3166 is a fruit suitable for all year season.
Crop3167,Fruit,95.71,Winter,Crop3167 is a fruit suitable for winter season.
Crop3168,Vegetable,172.06,All year,Crop3168 is a vegetable suitable for all year season.
Crop3169,Cereal,174.82,All year,Crop3169 is a cereal suitable for all year season.
Crop3170,Fruit,69.02,Monsoon,Crop3170 is a fruit suitable for monsoon season.
Crop3171,Vegetable,177.21,Summer,Crop3171 is a vegetable suitable for summer season.
Crop3172,Fruit,85.97,All year,Crop3172 is a fruit suitable for all year season.
Crop3173,Cereal,127.08,Winter,Crop3173 is a cereal suitable for winter season.
Crop3174,Fruit,73.96,All year,Crop3174 is a fruit suitable for all year season.
Crop3175,Vegetable,142.61,Winter,Crop3175 is a vegetable suitable for winter season.
Crop3176,Cereal,134.22,Monsoon,Crop3176 is a cereal suitable for monsoon season.
Crop3177,Fruit,49.97,All year,Crop3177 is a fruit suitable for all year season.
Crop3178,Cereal,143.93,All year,Crop3178 is a cereal suitable for all year season.
Crop3179,Cereal,119.1,All year,Crop3179 is a cereal suitable for all year season.
Crop3180,Fruit,22.13,Summer,Crop3180 is a fruit suitable for summer season.
Crop3181,Cereal,106.41,Winter,Crop3181 is a cereal suitable for winter season.
Crop3182,Cereal,157.28,Monsoon,Crop3182 is a cereal suitable for monsoon season.
Crop3183,Cereal,148.21,Monsoon,Crop3183 is a cereal suitable for monsoon season.
Crop3184,Cereal,185.22,All year,Crop3184 is a cereal suitable for all year season.
Crop3185,Vegetable,59.13,Summer,Crop3185 is a vegetable suitable for summer season.
Crop3186,Vegetable,53.37,Summer,Crop3186 is a vegetable suitable for summer season.
Crop3187,Cereal,121.52,Winter,Crop3187 is a cereal suitable for winter season.
Crop3188,Fruit,187.97,Winter,Crop3188 is a fruit suitable for winter season.
Crop3189,Cereal,40.43,All year,Crop3189 is a cereal suitable for all year season.
Crop3190,Fruit,184.43,Summer,Crop3190 is a fruit suitable for summer season.
Crop3191,Cereal,155.43,All year,Crop3191 is a cereal suitable for all year season.
Crop3192,Fruit,118.98,Summer,Crop3192 is a fruit suitable for summer season.
Crop3193,Vegetable,54.71,All year,Crop3193 is a vegetable suitable for all year season.
Crop3194,Vegetable,69.71,Summer,Crop3194 is a vegetable suitable for summer season.
Crop3195,Fruit,38.26,Summer,Crop3195 is a fruit suitable for summer season.
Crop3196,Fruit,100.65,All year,Crop3196 is a fruit suitable for all year season.
Crop3197,Fruit,184.71,All year,Crop3197 is a fruit suitable for all year season.
Crop3198,Vegetable,98.8,Summer,Crop3198 is a vegetable suitable for summer season.
Crop3199,Vegetable,57.21,All year,Crop3199 is a vegetable suitable for all year season.
Crop3200,Cereal,155.94,Summer,Crop3200 is a cereal suitable for summer season.
Crop3201,Cereal,63.35,Winter,Crop3201 is a cereal suitable for winter season.
Crop3202,Vegetable,106.22,Summer,Crop3202 is a vegetable suitable for summer season.
Crop3203,Vegetable,170.12,Summer,Crop3203 is a vegetable suitable for summer season.
Crop3204,Fruit,136.64,Summer,Crop3204 is a fruit suitable for summer season.
Crop3205,Fruit,140.54,All year,Crop3205 is a fruit suitable for all year season.
Crop3206,Fruit,71.16,Monsoon,Crop3206 is a fruit suitable for monsoon season.
Crop3207,Cereal,131.43,All year,Crop3207 is a cereal suitable for all year season.
Crop3208,Vegetable,76.62,Summer,Crop3208 is a vegetable suitable for summer season.
Crop3209,Cereal,48.73,Winter,Crop3209 is a cereal suitable for winter season.
Crop3210,Fruit,104.73,Summer,Crop3210 is a fruit suitable for summer season.
Crop3211,Vegetable,132.09,Summer,Crop3211 is a vegetable suitable for summer season.
Crop3212,Cereal,96.46,Summer,Crop3212 is a cereal suitable for summer season.
Crop3213,Fruit,146.16,Monsoon,Crop3213 is a fruit suitable for monsoon season.
Crop3214,Vegetable,53.71,All year,Crop3214 is a vegetable suitable for all year season.
Crop3215,Cereal,37.15,All year,Crop3215 is a cereal suitable for all year season.
Crop3216,Cereal,136.33,Monsoon,Crop3216 is a cereal suitable for monsoon season.
Crop3217,Fruit,140.86,Winter,Crop3217 is a fruit suitable for winter season.
Crop3218,Fruit,101.76,Monsoon,Crop3218 is a fruit suitable for monsoon season.
Crop3219,Vegetable,177.81,Monsoon,Crop3219 is a vegetable suitable for monsoon season.
Crop3220,Fruit,93.11,All year,Crop3220 is a fruit suitable for all year season.
Crop3221,Fruit,58.24,Winter,Crop3221 is a fruit suitable for winter season.
Crop3222,Vegetable,175.89,All year,Crop3222 is a vegetable suitable for all year season.
Crop3223,Fruit,125.35,Summer,Crop3223 is a fruit suitable for summer season.
Crop3224,Cereal,187.68,Winter,Crop3224 is a cereal suitable for winter season.
Crop3225,Fruit,107.81,Winter,Crop3225 is a fruit suitable for winter season.
Crop3226,Cereal,112.86,Monsoon,Crop3226 is a cereal suitable for monsoon season.
Crop3227,Fruit,177.48,Monsoon,Crop3227 is a fruit suitable for monsoon season.
Crop3228,Cereal,25.14,Winter,Crop3228 is a cereal suitable for winter season.
Crop3229,Vegetable,187.7,Summer,Crop3229 is a vegetable suitable for summer season.
Crop3230,Fruit,86.26,Summer,Crop3230 is a fruit suitable for summer season.
Crop3231,Cereal,101.8,Summer,Crop3231 is a cereal suitable for summer season.
Crop3232,Fruit,180.06,All year,Crop3232 is a fruit suitable for all year season.
Crop3233,Vegetable,38.63,All year,Crop3233 is a vegetable suitable for all year season.
Crop3234,Cereal,88.05,Winter,Crop3234 is a cereal suitable for winter season.
Crop3235,Cereal,80.94,All year,Crop3235 is a cereal suitable for all year season.
Crop3236,Fruit,61.0,Winter,Crop3236 is a fruit suitable for winter season.
Crop3237,Vegetable,79.36,Winter,Crop3237 is a vegetable suitable for winter season.
Crop3238,Vegetable,199.42,All year,Crop3238 is a vegetable suitable for all year season.
Crop3239,Cereal,186.95,Monsoon,Crop3239 is a cereal suitable for monsoon season.
Crop3240,Fruit,24.21,Summer,Crop3240 is a fruit suitable for summer season.
Crop3241,Fruit,108.67,All year,Crop3241 is a fruit suitable for all year season.
Crop3242,Fruit,152.68,All year,Crop3242 is a fruit suitable for all year season.
Crop3243,Fruit,82.25,All year,Crop3243 is a fruit suitable for all year season.
Crop3244,Cereal,71.14,All year,Crop3244 is a cereal suitable for all year season.
Crop3245,Cereal,155.27,Monsoon,Crop3245 is a cereal suitable for monsoon season.
Crop3246,Vegetable,121.2,Winter,Crop3246 is a vegetable suitable for winter season.
Crop3247,Fruit,75.84,Winter,Crop3247 is a fruit suitable for winter season.
Crop3248,Vegetable,61.77,All year,Crop3248 is a vegetable suitable for all year season.
Crop3249,Fruit,130.18,Winter,Crop3249 is a fruit suitable for winter season.
Crop3250,Fruit,186.04,Summer,Crop3250 is a fruit suitable for summer season.
Crop3251,Vegetable,50.98,Monsoon,Crop3251 is a vegetable suitable for monsoon season.
Crop3252,Cereal,78.46,Summer,Crop3252 is a cereal suitable for summer season.
Crop3253,Vegetable,137.01,Winter,Crop3253 is a vegetable suitable for winter season.
Crop3254,Fruit,60.09,All year,Crop3254 is a fruit suitable for all year season.
Crop3255,Fruit,178.3,Monsoon,Crop3255 is a fruit suitable for monsoon season.
Crop3256,Vegetable,182.17,Winter,Crop3256 is a vegetable suitable for winter season.
Crop3257,Vegetable,157.21,Winter,Crop3257 is a vegetable suitable for winter season.
Crop3258,Vegetable,97.15,All year,Crop3258 is a vegetable suitable for all year season.
Crop3259,Cereal,148.15,Monsoon,Crop3259 is a cereal suitable for monsoon season.
Crop3260,Vegetable,54.74,Monsoon,Crop3260 is a vegetable suitable for monsoon season.
Crop3261,Vegetable,132.43,Summer,Crop3261 is a vegetable suitable for summer season.
Crop3262,Vegetable,185.14,Monsoon,Crop3262 is a vegetable suitable for monsoon season.
Crop3263,Vegetable,198.5,Monsoon,Crop3263 is a vegetable suitable for monsoon season.
Crop3264,Vegetable,44.98,Monsoon,Crop3264 is a vegetable suitable for monsoon season.
Crop3265,Vegetable,25.66,All year,Crop3265 is a vegetable suitable for all year season.
Crop3266,Fruit,120.74,Winter,Crop3266 is a fruit suitable for winter season.
Crop3267,Cereal,82.49,All year,Crop3267 is a cereal suitable for all year season.
Crop3268,Fruit,79.56,Summer,Crop3268 is a fruit suitable for summer season.
Crop3269,Fruit,24.83,Monsoon,Crop3269 is a fruit suitable for monsoon season.
Crop3270,Fruit,122.3,Summer,Crop3270 is a fruit suitable for summer season.
Crop3271,Vegetable,183.41,Monsoon,Crop3271 is a vegetable suitable for monsoon season.
Crop3272,Fruit,174.79,Summer,Crop3272 is a fruit suitable for summer season.
Crop3273,Fruit,127.1,Summer,Crop3273 is a fruit suitable for summer season.
Crop3274,Cereal,186.18,Summer,Crop3274 is a cereal suitable for summer season.
Crop3275,Vegetable,27.68,Winter,Crop3275 is a vegetable suitable for winter season.
Crop3276,Fruit,191.26,Summer,Crop3276 is a fruit suitable for summer season.
Crop3277,Fruit,193.88,Winter,Crop3277 is a fruit suitable for winter season.
Crop3278,Fruit,141.42,Winter,Crop3278 is a fruit suitable for winter season.
Crop3279,Cereal,81.24,All year,Crop3279 is a cereal suitable for all year season.
Crop3280,Vegetable,146.13,Monsoon,Crop3280 is a vegetable suitable for monsoon season.
Crop3281,Cereal,63.06,Winter,Crop3281 is a cereal suitable for winter season.
Crop3282,Cereal,52.2,Winter,Crop3282 is a cereal suitable for winter season.
Crop3283,Vegetable,120.05,All year,Crop3283 is a vegetable suitable for all year season.
Crop3284,Vegetable,132.94,Summer,Crop3284 is a vegetable suitable for summer season.
Crop3285,Cereal,108.46,Summer,Crop3285 is a cereal suitable for summer season.
Crop3286,Fruit,136.28,Monsoon,Crop3286 is a fruit suitable for monsoon season.
Crop3287,Fruit,79.14,All year,Crop3287 is a fruit suitable for all year season.
Crop3288,Vegetable,44.95,All year,Crop3288 is a vegetable suitable for all year season.
Crop3289,Vegetable,100.53,All year,Crop3289 is a vegetable suitable for all year season.
Crop3290,Fruit,199.36,Summer,Crop3290 is a fruit suitable for summer season.
Crop3291,Fruit,21.87,Winter,Crop3291 is a fruit suitable for winter season.
Crop3292,Vegetable,22.96,All year,Crop3292 is a vegetable suitable for all year season.
Crop3293,Cereal,51.25,Winter,Crop3293 is a cereal suitable for winter season.
Crop3294,Vegetable,167.77,All year,Crop3294 is a vegetable suitable for all year season.
Crop3295,Fruit,132.67,Monsoon,Crop3295 is a fruit suitable for monsoon season.
Crop3296,Fruit,172.44,All year,Crop3296 is a fruit suitable for all year season.
Crop3297,Cereal,24.97,All year,Crop3297 is a cereal suitable for all year season.
Crop3298,Cereal,89.47,Winter,Crop3298 is a cereal suitable for winter season.
Crop3299,Cereal,86.47,All year,Crop3299 is a cereal suitable for all year season.
Crop3300,Cereal,159.12,All year,Crop3300 is a cereal suitable for all year season.
Crop3301,Fruit,42.88,All year,Crop3301 is a fruit suitable for all year season.
Crop3302,Fruit,167.6,Monsoon,Crop3302 is a fruit suitable for monsoon season.
Crop3303,Vegetable,189.57,Winter,Crop3303 is a vegetable suitable for winter season.
Crop3304,Vegetable,188.61,Winter,Crop3304 is a vegetable suitable for winter season.
Crop3305,Vegetable,27.53,All year,Crop3305 is a vegetable suitable for all year season.
Crop3306,Cereal,103.16,Summer,Crop3306 is a cereal suitable for summer season.
Crop3307,Fruit,115.74,Summer,Crop3307 is a fruit suitable for summer season.
Crop3308,Cereal,89.52,All year,Crop3308 is a cereal suitable for all year season.
Crop3309,Vegetable,189.0,Winter,Crop3309 is a vegetable suitable for winter season.
Crop3310,Vegetable,100.08,Summer,Crop3310 is a vegetable suitable for summer season.
Crop3311,Fruit,124.22,Winter,Crop3311 is a fruit suitable for winter season.
Crop3312,Cereal,198.2,All year,Crop3312 is a cereal suitable for all year season.
Crop3313,Cereal,23.9,Monsoon,Crop3313 is a cereal suitable for monsoon season.
Crop3314,Fruit,80.17,Winter,Crop3314 is a fruit suitable for winter season.
Crop3315,Cereal,86.31,Summer,Crop3315 is a cereal suitable for summer season.
Crop3316,Vegetable,110.53,All year,Crop3316 is a vegetable suitable for all year season.
Crop3317,Fruit,189.72,Winter,Crop3317 is a fruit suitable for winter season.
Crop3318,Fruit,96.08,Winter,Crop3318 is a fruit suitable for winter season.
Crop3319,Cereal,174.68,All year,Crop3319 is a cereal suitable for all year season.
Crop3320,Fruit,104.93,All year,Crop3320 is a fruit suitable for all year season.
Crop3321,Vegetable,122.85,Summer,Crop3321 is a vegetable suitable for summer season.
Crop3322,Cereal,171.13,All year,Crop3322 is a cereal suitable for all year season.
Crop3323,Fruit,174.12,Summer,Crop3323 is a fruit suitable for summer season.
Crop3324,Cereal,142.07,Monsoon,Crop3324 is a cereal suitable for monsoon season.
Crop3325,Cereal,133.71,Monsoon,Crop3325 is a cereal suitable for monsoon season.
Crop3326,Vegetable,103.59,Summer,Crop3326 is a vegetable suitable for summer season.
Crop3327,Vegetable,25.9,Summer,Crop3327 is a vegetable suitable for summer season.
Crop3328,Fruit,91.8,Summer,Crop3328 is a fruit suitable for summer season.
Crop3329,Fruit,50.43,Winter,Crop3329 is a fruit suitable for winter season.
Crop3330,Vegetable,135.28,All year,Crop3330 is a vegetable suitable for all year season.
Crop3331,Fruit,144.0,Monsoon,Crop3331 is a fruit suitable for monsoon season.
Crop3332,Cereal,183.02,Summer,Crop3332 is a cereal suitable for summer season.
Crop3333,Vegetable,175.38,Summer,Crop3333 is a vegetable suitable for summer season.
Crop3334,Cereal,101.0,Winter,Crop3334 is a cereal suitable for winter season.
Crop3335,Vegetable,38.19,All year,Crop3335 is a vegetable suitable for all year season.
Crop3336,Cereal,30.67,All year,Crop3336 is a cereal suitable for all year season.
Crop3337,Cereal,119.38,All year,Crop3337 is a cereal suitable for all year season.
Crop3338,Fruit,61.95,Winter,Crop3338 is a fruit suitable for winter season.
Crop3339,Vegetable,145.4,Winter,Crop3339 is a vegetable suitable for winter season.
Crop3340,Cereal,105.51,Winter,Crop3340 is a cereal suitable for winter season.
Crop3341,Vegetable,174.16,Summer,Crop3341 is a vegetable suitable for summer season.
Crop3342,Cereal,28.25,Summer,Crop3342 is a cereal suitable for summer season.
Crop3343,Cereal,135.16,Summer,Crop3343 is a cereal suitable for summer season.
Crop3344,Vegetable,26.4,Summer,Crop3344 is a vegetable suitable for summer season.
Crop3345,Cereal,44.66,Winter,Crop3345 is a cereal suitable for winter season.
Crop3346,Fruit,159.88,Summer,Crop3346 is a fruit suitable for summer season.
Crop3347,Cereal,165.12,All year,Crop3347 is a cereal suitable for all year season.
Crop3348,Fruit,178.94,All year,Crop3348 is a fruit suitable for all year season.
Crop3349,Vegetable,98.66,Summer,Crop3349 is a vegetable suitable for summer season.
Crop3350,Cereal,92.39,All year,Crop3350 is a cereal suitable for all year season.
Crop3351,Vegetable,81.48,Monsoon,Crop3351 is a vegetable suitable for monsoon season.
Crop3352,Cereal,116.33,Monsoon,Crop3352 is a cereal suitable for monsoon season.
Crop3353,Fruit,102.45,All year,Crop3353 is a fruit suitable for all year season.
Crop3354,Fruit,75.27,Winter,Crop3354 is a fruit suitable for winter season.
Crop3355,Vegetable,111.94,Monsoon,Crop3355 is a vegetable suitable for monsoon season.
Crop3356,Cereal,51.72,Monsoon,Crop3356 is a cereal suitable for monsoon season.
Crop3357,Vegetable,81.48,Winter,Crop3357 is a vegetable suitable for winter season.
Crop3358,Vegetable,63.53,Summer,Crop3358 is a vegetable suitable for summer season.
Crop3359,Vegetable,112.33,All year,Crop3359 is a vegetable suitable for all year season.
Crop3360,Vegetable,144.68,All year,Crop3360 is a vegetable suitable for all year season.
Crop3361,Vegetable,50.21,All year,Crop3361 is a vegetable suitable for all year season.
Crop3362,Cereal,88.0,Summer,Crop3362 is a cereal suitable for summer season.
Crop3363,Fruit,147.98,Winter,Crop3363 is a fruit suitable for winter season.
Crop3364,Vegetable,118.56,Winter,Crop3364 is a vegetable suitable for winter season.
Crop3365,Fruit,130.79,All year,Crop3365 is a fruit suitable for all year season.
Crop3366,Vegetable,89.95,Winter,Crop3366 is a vegetable suitable for winter season.
Crop3367,Vegetable,99.44,Winter,Crop3367 is a vegetable suitable for winter season.
Crop3368,Vegetable,82.0,All year,Crop3368 is a vegetable suitable for all year season.
Crop3369,Fruit,116.52,Monsoon,Crop3369 is a fruit suitable for monsoon season.
Crop3370,Cereal,45.73,Summer,Crop3370 is a cereal suitable for summer season.
Crop3371,Cereal,153.65,Monsoon,Crop3371 is a cereal suitable for monsoon season.
Crop3372,Cereal,63.47,All year,Crop3372 is a cereal suitable for all year season.
Crop3373,Fruit,48.21,All year,Crop3373 is a fruit suitable for all year season.
Crop3374,Fruit,41.22,Summer,Crop3374 is a fruit suitable for summer season.
Crop3375,Fruit,187.95,All year,Crop3375 is a fruit suitable for all year season.
Crop3376,Vegetable,156.92,Monsoon,Crop3376 is a vegetable suitable for monsoon season.
Crop3377,Cereal,194.89,Summer,Crop3377 is a cereal suitable for summer season.
Crop3378,Cereal,91.59,Summer,Crop3378 is a cereal suitable for summer season.
Crop3379,Cereal,149.49,Monsoon,Crop3379 is a cereal suitable for monsoon season.
Crop3380,Cereal,49.89,All year,Crop3380 is a cereal suitable for all year season.
Crop3381,Vegetable,131.49,All year,Crop3381 is a vegetable suitable for all year season.
Crop3382,Cereal,55.88,All year,Crop3382 is a cereal suitable for all year season.
Crop3383,Vegetable,169.0,Summer,Crop3383 is a vegetable suitable for summer season.
Crop3384,Vegetable,110.51,Winter,Crop3384 is a vegetable suitable for winter season.
Crop3385,Vegetable,37.44,Monsoon,Crop3385 is a vegetable suitable for monsoon season.
Crop3386,Fruit,179.05,Winter,Crop3386 is a fruit suitable for winter season.
Crop3387,Vegetable,29.46,Summer,Crop3387 is a vegetable suitable for summer season.
Crop3388,Fruit,78.25,Winter,Crop3388 is a fruit suitable for winter season.
Crop3389,Fruit,162.9,Winter,Crop3389 is a fruit suitable for winter season.
Crop3390,Fruit,172.77,Winter,Crop3390 is a fruit suitable for winter season.
Crop3391,Fruit,110.77,Summer,Crop3391 is a fruit suitable for summer season.
Crop3392,Fruit,192.42,Summer,Crop3392 is a fruit suitable for summer season.
Crop3393,Vegetable,173.7,Monsoon,Crop3393 is a vegetable suitable for monsoon season.
Crop3394,Fruit,129.42,Monsoon,Crop3394 is a fruit suitable for monsoon season.
Crop3395,Vegetable,104.48,Summer,Crop3395 is a vegetable suitable for summer season.
Crop3396,Vegetable,70.42,Monsoon,Crop3396 is a vegetable suitable for monsoon season.
Crop3397,Vegetable,119.4,All year,Crop3397 is a vegetable suitable for all year season.
Crop3398,Cereal,32.47,Winter,Crop3398 is a cereal suitable for winter season.
Crop3399,Vegetable,65.59,All year,Crop3399 is a vegetable suitable for all year season.
Crop3400,Fruit,152.09,Monsoon,Crop3400 is a fruit suitable for monsoon season.
Crop3401,Cereal,73.35,Winter,Crop3401 is a cereal suitable for winter season.
Crop3402,Vegetable,106.12,Winter,Crop3402 is a vegetable suitable for winter season.
Crop3403,Fruit,79.92,Summer,Crop3403 is a fruit suitable for summer season.
Crop3404,Vegetable,82.19,All year,Crop3404 is a vegetable suitable for all year season.
Crop3405,Vegetable,71.87,Monsoon,Crop3405 is a vegetable suitable for monsoon season.
Crop3406,Fruit,178.19,Winter,Crop3406 is a fruit suitable for winter season.
Crop3407,Vegetable,125.0,Monsoon,Crop3407 is a vegetable suitable for monsoon season.
Crop3408,Vegetable,127.93,All year,Crop3408 is a vegetable suitable for all year season.
Crop3409,Cereal,52.79,Monsoon,Crop3409 is a cereal suitable for monsoon season.
Crop3410,Cereal,145.7,Winter,Crop3410 is a cereal suitable for winter season.
Crop3411,Fruit,114.94,Summer,Crop3411 is a fruit suitable for summer season.
Crop3412,Cereal,167.99,Monsoon,Crop3412 is a cereal suitable for monsoon season.
Crop3413,Fruit,183.27,All year,Crop3413 is a fruit suitable for all year season.
Crop3414,Cereal,45.62,All year,Crop3414 is a cereal suitable for all year season.
Crop3415,Vegetable,105.92,All year,Crop3415 is a vegetable suitable for all year season.
Crop3416,Cereal,52.58,All year,Crop3416 is a cereal suitable for all year season.
Crop3417,Fruit,22.93,All year,Crop3417 is a fruit suitable for all year season.
Crop3418,Cereal,96.75,Winter,Crop3418 is a cereal suitable for winter season.
Crop3419,Fruit,80.47,Winter,Crop3419 is a fruit suitable for winter season.
Crop3420,Fruit,170.25,All year,Crop3420 is a fruit suitable for all year season.
Crop3421,Vegetable,51.78,Summer,Crop3421 is a vegetable suitable for summer season.
Crop3422,Cereal,137.61,Monsoon,Crop3422 is a cereal suitable for monsoon season.
Crop3423,Vegetable,163.89,Summer,Crop3423 is a vegetable suitable for summer season.
Crop3424,Fruit,60.89,Winter,Crop3424 is a fruit suitable for winter season.
Crop3425,Vegetable,125.16,Monsoon,Crop3425 is a vegetable suitable for monsoon season.
Crop3426,Fruit,80.89,All year,Crop3426 is a fruit suitable for all year season.
Crop3427,Vegetable,152.13,Winter,Crop3427 is a vegetable suitable for winter season.
